volume-price-tag,sku-product,product-name,price,in-stock,prod-weight
Volume Pricing,TL-EAP610,OMADA EAP610  AX1800 WIRELESS DUAL BAND CEILING MOUNT ACCESS POINT,"RM
                                        299.00",In Stock,Weight: 1.18kg
Volume Pricing,TL-EAP613,OMADA EAP613 AX1800 WIRELESS DUAL BAND CEILING MOUNT ACCESS POINT ( NO POWER ADAPTER ),"RM
                                        275.00",In Stock,Weight: 0.7kg
Volume Pricing,TL-EAP613-5-PACK,OMADA EAP613-5-PACK AX1800 CEILING MOUNT DUAL BAND WIFI 6 ACCESS POINT,"RM
                                        1,325.00",Out of Stock,Weight: 3.08kg
Volume Pricing,TL-EAP620HD,OMADA EAP620 HD AX1800 WIRELESS DUAL BAND CEILING MOUNT ACCESS POINT,"RM
                                        680.00",In Stock,Weight: 1.2kg
Volume Pricing,TL-EAP650,OMADA EAP650 AX3000 CEILING MOUNT DUAL BAND WIFI 6 ACCESS POINT,"RM
                                        445.00",In Stock,Weight: 0.76kg
Volume Pricing,TL-EAP650-OUTDOOR,OMADA EAP650-OUTDOOR AX3000 INDOOR OUTDOOR DUAL BAND WIFI 6 ACCESS POINT,"RM
                                        649.00",In Stock,Weight: 1.38kg
Volume Pricing,TL-EAP653,OMADA EAP653 AX3000 CEILING MOUNT DUAL BAND WIFI 6 ACCESS POINT,"RM
                                        395.00",In Stock,Weight: 0.68kg
Volume Pricing,TL-EAP653 (5PACK),OMADA EAP653 AX3000 CEILING MOUNT DUAL BAND WIFI ACCESS POINT - 5PACK,"RM
                                        1,900.00",In Stock,Weight: 3.08kg
Volume Pricing,TL-EAP655-WALL,OMADA EAP655 AX3000 WALL-PLATE DUAL BAND WIFI 6 ACCESS POINT,"RM
                                        395.00",In Stock,Weight: 0.4kg
Volume Pricing,TL-EAP660HD,OMADA EAP660 HD AX3600 WIRELESS DUAL BAND MULTI-GIGABIT CEILING MOUNT ACCESS POINT,"RM
                                        917.00",In Stock,Weight: 1.48kg
Volume Pricing,TL-EAP670,OMADA EAP670 AX5400 CEILING MOUNT DUAL BAND WIFI 6 ACCESS POINT,"RM
                                        670.00",In Stock,Weight: 1.32kg
Volume Pricing,TL-3530501470,OMADA EXTERNAL POWER ADAPTER (WITHOUT POWER CORD),"RM
                                        40.00",,
Volume Pricing,TL-3002500032,OMADA EXTERNAL POWER CORD,"RM
                                        10.00",,
Volume Pricing,TL-POE10E,OMADA FAST ETHERNET POE+ EXTENDER,"RM
                                        50.00",In Stock,Weight: 0.07kg
Volume Pricing,TL-FC111A-20,OMADA FC111A-20 10/100 MBPS RJ45 BI-DIRECTIONAL FIBER CONVERTER (TX:1310NM/RX:1550NM),"RM
                                        100.00",Out of Stock,Weight: 0.38kg
Volume Pricing,TL-FC111B-20,OMADA FC111B-20 10/100 MBPS RJ45  BI-DIRECTIONAL FIBER CONVERTER (TX:1550NM/RX:1310NM),"RM
                                        100.00",In Stock,Weight: 0.38kg
Volume Pricing,TL-FC111PB-20,OMADA FC111PB-20 10/100 MBPS SINGLE-MODE SC FIBER CONVERTER WITH 1-PORT POE,"RM
                                        165.00",In Stock,Weight: 0.37kg
Volume Pricing,TL-ER7206,OMADA GIGABIT MULTI-WAN VPN ROUTER (ER7206),"RM
                                        700.00",In Stock,Weight: 1.4kg
Volume Pricing,TL-ER605,OMADA GIGABIT MULTI-WAN VPN ROUTER/5 PORT/ SDN/TL-ER605,"RM
                                        265.00",In Stock,Weight: 6.8kg
Volume Pricing,TL-ER7212PC,OMADA GIGABIT VPN ROUTER WITH POE+ PORTS AND OMADA CONTROLLER ABILIITY ( 3 IN 1 ),"RM
                                        850.00",In Stock,Weight: 4.94kg
Volume Pricing,TL-XM60A,OMADA GPON ONU SFP MODULE,"RM
                                        240.00",In Stock,Weight: 0.07kg
Volume Pricing,TL-OC400,OMADA HARDWARE CONTROLLER,"RM
                                        1,990.00",In Stock,Weight: 3.18kg
Volume Pricing,TL-OC200,OMADA HARDWARE CONTROLLER,"RM
                                        410.00",In Stock,Weight: 0.46kg
Volume Pricing,TL-OC220,OMADA HARDWARE CONTROLLER,"RM
                                        499.00",In Stock,Weight: 0.46kg
Volume Pricing,TL-EAP225-WALL,OMADA INDOOR AC1200 DUAL BAND 10/100MBPS PORT WALL-PLATE ACCESS POINT (SUPPORT UP TO 100MBPS),"RM
                                        210.00",,Weight: 3.3kg
Volume Pricing,TL-EAP230-WALL,OMADA INDOOR AC1200 DUAL BAND 2xGIGABIT PORT WALL-PLATE ACCESS POINT (SUPPORT UP TO 300MBPS),"RM
                                        210.00",Out of Stock,Weight: 0.36kg
Volume Pricing,TL-EAP235-WALL,OMADA INDOOR AC1200 DUAL BAND 4xGIGABIT PORT WALL-PLATE ACCESS POINT (SUPPORT UP TO 300MBPS),"RM
                                        270.00",In Stock,Weight: 0.3kg
Volume Pricing,TL-EAP615-WALL,OMADA INDOOR AX1800 DUAL BAND GIGABIT 1XUPLINK & 3XDOWNLINK WALL-PLATE ACCESS POINT,"RM
                                        330.00",In Stock,Weight: 0.34kg
Volume Pricing,TL-EAP110-OUTDOOR,OMADA INDOOR WIFI 300MBPS WIRELESS N OUTDOOR ACCESS POINT,"RM
                                        192.00",In Stock,Weight: 0.72kg
Volume Pricing,TL-EAP115-WALL,OMADA INDOOR WIFI 300MPBS WIRELESS N WALL-PLATE ACCESS POINT,"RM
                                        120.00",In Stock,Weight: 0.2kg
Volume Pricing,TL-EAP245,OMADA INDOOR WIFI AC1750 DUAL BAND GIGABIT CEILING MOUNT ACCESS POINT,"RM
                                        320.00",In Stock,Weight: 1.2kg
Volume Pricing,TL-SG2218,OMADA JETSTREAM 16 P/ 2 SFP GIGABIT SMART SWITCH  SG2218,"RM
                                        500.00",In Stock,Weight: 2.54kg
Volume Pricing,TL-SG2016P,OMADA JETSTREAM 16-PORT GIGABIT SMART SWITCH WITH 8-PORT POE+,"RM
                                        760.00",In Stock,Weight: 2.22kg
Volume Pricing,TL-SG2218P,OMADA JETSTREAM 18-PORT GIGABIT SMART SWITCH WITH 16-PORT POE+,"RM
                                        845.00",In Stock,Weight: 2.41kg
Volume Pricing,TL-SG3428XPP-M2,OMADA JETSTREAM 24-PORT 2.5GBASE-T AND 4-PORT 10GE SFP+ L2+ MANAGED POE SWITCH,"RM
                                        2,920.00",In Stock,Weight: 2.54kg
Volume Pricing,TL-SG3428XF,OMADA JETSTREAM 24-PORT SFP L2+ MANAGED SWITCH WITH 4 10GE SFP+ SLOTS,"RM
                                        2,000.00",In Stock,Weight: 4.08kg
Volume Pricing,TL-SG3452(T2600G-52TS),OMADA JETSTREAM 48 PORT GIGABIT L2 MANAGED SWITCH  WITH 4 SFP SLOTS (TL-SG3452),"RM
                                        1,510.00",In Stock,Weight: 4.3kg
Volume Pricing,TL-SG3452P,OMADA JETSTREAM 48POE+/4 SFP L2+ GIGABIT SWITCH  SG3452P,"RM
                                        2,800.00",In Stock,Weight: 6.78kg
Volume Pricing,TL-SG3210XHP-M2,OMADA JETSTREAM 8 POE+/2 10G SFP+ L2+ 2.5 GIGABIT SWITCH  SG3210XHP-M2,"RM
                                        1,600.00",In Stock,Weight: 2.94kg
Volume Pricing,TL-SX3016F,OMADA JETSTREAM™ 16-PORT 10GE SFP+ L2+ MANAGED SWITCH,"RM
                                        1,800.00",In Stock,Weight: 3.98kg
Volume Pricing,TL-SX3008F,OMADA JETSTREAM™ 8-PORT 10GE SFP+ L2+ MANAGED SWITCH (TL-SX3008F),"RM
                                        840.00",In Stock,Weight: 2.4kg
Volume Pricing,TL-LTE ANTENNA EXTENSION,OMADA LTE ANTENNA EXTENSION BASE-1M(2-PACK),"RM
                                        88.00",,
Volume Pricing,TL-SG2210P,"OMADA MANAGED POE SWITCH, 8-PORT GIGABIT DESKTOP POE SMART SWITCH (T1500G-10PS)","RM
                                        470.00",In Stock,Weight: 1.4kg
Volume Pricing,TL-SG3210,OMADA MANAGED SWITCH 8-Port Gigabit L2+ Managed Switch with 2 SFP Slots (TL-SG3210),"RM
                                        450.00",In Stock,Weight: 2.38kg
Volume Pricing,TL-SG3428X,OMADA MANAGED SWITCH L2 24-PORT PURE-GIGABIT L2 (T2600G-28TS),"RM
                                        1,050.00",In Stock,Weight: 2.68kg
Volume Pricing,TL-SG3428,OMADA MANAGED SWITCH L2+   24-P GIGABIT (SG3428),"RM
                                        730.00",In Stock,Weight: 2.68kg
Volume Pricing,TL-FC311A-2,OMADA MEDIA CONVERTER 10/100/1000MBPS RJ45 TO 1000MBPS SINGLE MODE,"RM
                                        128.00",In Stock,Weight: 0.39kg
Volume Pricing,TL-FC311B-2,OMADA MEDIA CONVERTER 10/100/1000MBPS RJ45 TO 1000MBPS SINGLE MODE,"RM
                                        128.00",Out of Stock,Weight: 0.37kg
Volume Pricing,TL-MC100CM,OMADA MEDIA CONVERTER 10/100MBPS RJ45 TO 100MBPS MULTI-MODE,"RM
                                        145.00",In Stock,Weight: 0.48kg
Volume Pricing,TL-MC110CS,OMADA MEDIA CONVERTER 10/100MBPS RJ45 TO 100MBPS SINGLE MODE,"RM
                                        145.00",In Stock,Weight: 0.4kg
Volume Pricing,TL-MC111CS,OMADA MEDIA CONVERTER 10/100MBPS RJ45 TO 100MBPS SINGLE-MODE SC FIBER CONVERTER,"RM
                                        115.00",In Stock,Weight: 0.46kg
Volume Pricing,TL-MC220L,OMADA MEDIA CONVERTER 1000MBPS RJ45 TO 1000MBPS SFP SLOT,"RM
                                        170.00",In Stock,Weight: 0.48kg
Volume Pricing,TL-MC210CS,OMADA MEDIA CONVERTER 1000MBPS RJ45 TO 1000MBPS SINGLE-MODE,"RM
                                        210.00",In Stock,Weight: 0.48kg
Volume Pricing,TL-MC200CM,OMADA MEDIA CONVERTER MULTI-MODE SC FIBER CONVERTER,"RM
                                        210.00",In Stock,Weight: 0.46kg
Volume Pricing,TL-MC112CS,OMADA MEDIA CONVERTER SINGLE-MODE SC FIBER CONVERTER,"RM
                                        115.00",In Stock,Weight: 0.4kg
Volume Pricing,TL-SM321B,OMADA MODULE 1000BASE-BX WDM BI-DIRECTIONAL SFP (TX:1310nm/RX:1550nm),"RM
                                        45.00",In Stock,Weight: 0.12kg
Volume Pricing,TL-SM321A,OMADA MODULE 1000BASE-BX WDM BI-DIRECTIONAL SFP (TX:1550nm/RX:1310nm),"RM
                                        50.00",In Stock,Weight: 0.12kg
Volume Pricing,TL-SM311LM,OMADA MODULE GIGABIT SFP (MULTI-MODE),"RM
                                        37.00",In Stock,Weight: 0.12kg
Volume Pricing,TL-SM311LS,OMADA MODULE GIGABIT SFP (SINGLE-MODE),"RM
                                        40.00",In Stock,Weight: 0.12kg
Volume Pricing,TL-ER707-M2,OMADA MULTI-GIGABIT VPN ROUTER,"RM
                                        850.00",In Stock,Weight: 1.38kg
Volume Pricing,TL-ER7412-M2,OMADA MULTI-GIGABIT VPN ROUTER 2 x 2.5G WAN/LAN,"RM
                                        990.00",In Stock,Weight: 2.98kg
Volume Pricing,TL-ER8411,OMADA MULTI-WAN OMADA VPN ROUTER UP TO 10 WAN PORTS,"RM
                                        1,625.00",In Stock,Weight: 3.94kg
Volume Pricing,TL-OC300,OMADA OC300 OMADA CLOUD CONTROLLER,"RM
                                        900.00",In Stock,Weight: 1.88kg
,TL-LIC-OCC-PRO-1YR,OMADA OCC CLOUD BASED CONTROLLER 1-YEAR LICENSE FEE FOR ONE DEVICES,"RM
                                        200.00",,
,TL-LIC-OCC-PRO-3YR,OMADA OCC CLOUD BASED CONTROLLER 3-YEAR LICENSE FEE FOR ONE DEVICES,"RM
                                        450.00",,
,TL-LIC-OCC-PRO-5YR,OMADA OCC CLOUD BASED CONTROLLER 5-YEAR LICENSE FEE FOR ONE DEVICES,"RM
                                        650.00",,
Volume Pricing,TL-PSM900-AC,OMADA OMADA 900W AC POWER SUPPLY MODULE FOR SG6654XHP AND SG6428XHP,"RM
                                        1,950.00",In Stock,Weight: 1.68kg
Volume Pricing,TL-EAP610GP-DESKTOP,OMADA OMADA AX1800 DESKTOP DUAL-BAND WI-FI 6 GPON ACCESS POINT,"RM
                                        345.00",In Stock,Weight: 0.95kg
Volume Pricing,TL-EAP623-OUTDOOR HD,OMADA OMADA AX1800 INDOOR/OUTDOOR DUAL-BAND WIFI 6 HIGH DENSITY ACCESS POINT,"RM
                                        650.00",In Stock,Weight: 1.18kg
Volume Pricing,TL-EAP615GP-WALL,OMADA OMADA AX1800 WALL-PLATE DUAL-BAND WIFI 6 GPON ACCESS POINT,"RM
                                        330.00",In Stock,Weight: 0.33kg
Volume Pricing,TL-POE2412G,"OMADA OUTDOOR 24V PASSIVE POE INJECTOR ADAPTER, 12W POE POWER, PLASTIC CASE","RM
                                        50.00",In Stock,Weight: 0.3kg
Volume Pricing,TL-POE4824G,"OMADA OUTDOOR 48V PASSIVE POE INJECTOR ADAPTER, 24W POE POWER, PLASTIC CASE","RM
                                        63.00",In Stock,Weight: 0.38kg
Volume Pricing,TL-EAP225-OUTDOOR,OMADA OUTDOOR AC1200 DUAL BAND ACCESS POINT,"RM
                                        365.00",In Stock,Weight: 0.66kg
Volume Pricing,TL-SG3428MP,OMADA POE  L2 MANAGED SWITCH 24-PORT GIGABIT POE+ (T2600G-28MPS),"RM
                                        1,500.00",In Stock,Weight: 6.1kg
Volume Pricing,TL-POE150S,OMADA POE INJECTOR ADAPTER,"RM
                                        76.00",In Stock,Weight: 0.34kg
Volume Pricing,TL-SG3428XMP,OMADA POE L2 MANAGED SWITCH 24-PORT GIGABIT POE+  4PORT 10G SFP+ (TL-SG3428XMP),"RM
                                        1,850.00",In Stock,Weight: 6.2kg
Volume Pricing,TL-POE10R,OMADA POE SPLITTER ADAPTER,"RM
                                        56.00",Out of Stock,Weight: 0.36kg
Volume Pricing,TL-SL2428P,OMADA POE SWITCH 24-PORTS+4-PORTS POE+SMART SWITCH (TL-SL2428P),"RM
                                        860.00",In Stock,Weight: 3.02kg
Volume Pricing,TL-SG2210MP,OMADA POE SWITCH 8-PORT GIGABIT RACK MOUNT (TL-T1500G-10MPS),"RM
                                        660.00",In Stock,Weight: 2.26kg
Volume Pricing,TL-SG2428P,OMADA POE SWITCH JETSTREAM 24-PORT + SMART SWITCH (TL-T1600G-28PS,"RM
                                        1,160.00",In Stock,Weight: 4.06kg
Volume Pricing,TL-POE160S,OMADA POE+ INJECTOR ADAPTER (POE160S),"RM
                                        87.00",In Stock,Weight: 0.56kg
Volume Pricing,TL-POE170S,OMADA POE++ INJECTOR ADAPTER 802.3BT/AT/AF,"RM
                                        190.00",In Stock,Weight: 0.96kg
Volume Pricing,TL-MC1400,OMADA POWER SUPPLY 14-SLOT UNMANAGED MEDIA CONVERTER CHASSIS,"RM
                                        840.00",In Stock,Weight: 7.55kg
,TL-S5500-16XF,OMADA PRO 16-PORT 10GE SFP+ L2+ MANAGED SWITCH,"RM
                                        4,700.00",,
,TL-S4500-16G2F,OMADA PRO 16-PORT GIGABIT SMART SWITCH WITH 2 SFP SLOTS,"RM
                                        1,200.00",,
,TL-S4500-16GP,OMADA PRO 16-PORT SMART SWITCH WITH 8-PORT POE+,"RM
                                        1,500.00",,
,TL-S6500-24MPP4Y,OMADA PRO 24-PORT 2.5G STACKABLE L3 MANAGED POE++ SWITCH WITH4 25G SLOTS,"RM
                                        24,750.00",,
,TL-S6500-48M6Y,OMADA PRO 24-PORT 2.5G STACKABLE L3 MANAGED POE++ SWITCH WITH4 25G SLOTS,"RM
                                        24,750.00",,
,TL-S6500-24M4Y,OMADA PRO 24-PORT 2.5G STACKABLE L3 MANAGED SWITCH WITH 4 25G SLOTS,"RM
                                        20,000.00",,
,TL-S5500-24MPP4XF,OMADA PRO 24-PORT 2.5GBASE-T AND 4-PORT 10GE SFP+ L2+ MANAGED SWITCH 16POE+ & 8POE++,"RM
                                        6,750.00",,
,TL-S7500-24Y4C,OMADA PRO 24-PORT 25G STACKABLE L3 MANAGED AGGREGATION/CORE SWITCH WITH 4 100G SLOTS,"RM
                                        36,000.00",,
,TL-S6500-24GP4XF,OMADA PRO 24-PORT GIGABIT STACKABLE L3 MANAGED POE+ SWITCH WITH 4 10G SLOTS,"RM
                                        12,350.00",,
,TL-S6500-24G4XF,OMADA PRO 24-PORT GIGABIT STACKABLE L3 MANAGED SWITCH WITH 4 10GE SFP+ SLOTS,"RM
                                        8,500.00",,
,TL-S5500-24GP4XF,OMADA PRO 24-PORT POE+ GIGABIT L2+ MANAGED SWITCH WITH 4 10GE SFP+ SLOTS,"RM
                                        4,000.00",,
,TL-S5500-24GP4F,OMADA PRO 24-PORT POE+ GIGABIT L2+ MANAGED SWITCH WITH 4 SFP SLOTS,"RM
                                        2,900.00",,
,TL-S5500-24F4XF,OMADA PRO 24-PORT SFP L2+ MANAGED SWITCH WITH 4 10GE SFP+ SLOTS,"RM
                                        5,150.00",,
,TL-S7500-26XF6Y,OMADA PRO 26-PORT 10G STACKABLE L3 MANAGED AGGREGATION SWITCH WITH 6 25G SLOTS,"RM
                                        24,750.00",,
,TL-S5500-4XHPP2XF,OMADA PRO 4-PORT POE++ 10GE L2+ MANAGED SWITCH WITH 2 SFP+ SLOTS,"RM
                                        5,150.00",,
,TL-S7500-48XF4C,OMADA PRO 48-PORT 10G STACKABLE L3 MANAGED AGGREGATION SWITCH WITH 4 100G SLOTS,"RM
                                        36,000.00",Out of Stock,
,TL-S6500-48MPP6Y,OMADA PRO 48-PORT 2.5G STACKABLE L3 MANAGED POE++ SWITCH WITH 6 25G SLOTS,"RM
                                        29,250.00",,
,TL-S6500-48GP6XF,OMADA PRO 48-PORT GIGABIT STACKABLE L3 MANAGED SWITCH WITH 6 10G SFP+ SLOTS,"RM
                                        17,000.00",,
,TL-S6500-48G6XF,OMADA PRO 48-PORT GIGABIT STACKABLE L3 MANAGED SWITCH WITH 6 10GE SFP+ SLOTS,"RM
                                        11,000.00",,
,TL-S5500-48GP4XF,OMADA PRO 48-PORT POE+ GIGABIT L2+ MANAGED SWITCH WITH 4 10GE SFP+ SLOTS,"RM
                                        7,000.00",,
,TL-S5500-48GP4F,OMADA PRO 48-PORT POE+ GIGABIT L2+ MANAGED SWITCH WITH 4 SFP SLOTS,"RM
                                        5,600.00",,
,TL-G36W-4G,OMADA PRO 4G+ CAT6 AX3000 GIGABIT VPN ROUTER,"RM
                                        2,300.00",,
,TL-S5500-8XF,OMADA PRO 8-PORT 10GE SRP+ L2+ MANAGED SWITCH,"RM
                                        2,150.00",,
,TL-S4500-8G,OMADA PRO 8-PORT GIGABIT SMART SWITCH,"RM
                                        800.00",,
,TL-S4500-8GP,OMADA PRO 8-PORT GIGABIT SMART SWITCH WITH 4-PORT POE+,"RM
                                        900.00",,
,TL-S5500-8MHP2XF,OMADA PRO 8-PORT POE+ 2.5GBASE-T L2+ MANAGED SWITCH WITH 2 10GE SFP+ SLOTS,"RM
                                        3,250.00",,
,TL-S4500-8GHP2F,OMADA PRO 8-PORT POE+ GIGABIT SMART SWITCH WITH 2 SFP SLOTS,"RM
                                        1,550.00",,
,TL-S4500-8GP2F,OMADA PRO 8-PORT POE+ GIGABIT SMART SWITCH WITH 2 SFP SLOTS,"RM
                                        1,000.00",,
Volume Pricing,TL-OP-AP-SW-CTRL-LIC,OMADA PRO AP SOFTWARE CONTROLLER LICENSE,"RM
                                        200.00",,
,TL-AP9635,OMADA PRO AX1800 CEILING MOUNT DUAL-BAND WIFI 6 ACCESS POINT HD,"RM
                                        1,250.00",,
,TL-AP8635-E,OMADA PRO AX1800 INDOOR/OUDOOR DUAL-BAND WIFI 6 ACCESS POINT,"RM
                                        1,750.00",,
,TL-AP8635-I,OMADA PRO AX1800 INDOOR/OUTDOOR DUAL-BAND WIFI 6 ACCESS POINT,"RM
                                        1,550.00",,
,TL-AP9650,OMADA PRO AX3000 CEILING MOUNT DUAL-BAND WIFI 6 ACCESS POINT,"RM
                                        900.00",,
,TL-AP7650,OMADA PRO AX3000 WALL-PLATE DUAL-BAND WIFI 6 ACCESS POINT,"RM
                                        850.00",,
,TL-AP9665,OMADA PRO AX3600 CEILING MOUNT DUAL-BAND WIFI 6 ACCESS POINT,"RM
                                        2,250.00",,
,TL-AP9670,OMADA PRO AX5400 CEILING MOUNT DUAL-BAND WIFI 6 ACCESS POINT,"RM
                                        1,250.00",,
,TL-AP9778,OMADA PRO BE22000 CEILING MOUNT TRI-BAND WIFI 7 ACCESS POINT,"RM
                                        6,750.00",,
,TL-LIC-OCC-PRO-L3SW-1YR,OMADA PRO CLOUD BASED CONTROLLER 1-YEAR LICENSE FEE FOR LAYER 3 SWITCHES,"RM
                                        250.00",,
,TL-LIC-OCC-PRO-L3SW-3YR,OMADA PRO CLOUD BASED CONTROLLER 3-YEAR LICENSE FEE FOR LAYER 3 SWITCHES,"RM
                                        575.00",,
,TL-LIC-OCC-PRO-L3SW-5YR,OMADA PRO CLOUD BASED CONTROLLER 5-YEAR LICENSE FEE FOR LAYER 3 SWITCHES,"RM
                                        825.00",,
,TL-G36,OMADA PRO GIGABIT VPN ROUTER,"RM
                                        1,050.00",,
,TL-C5300,OMADA PRO HARDWARE CONTROLLER,"RM
                                        2,000.00",In Stock,Weight: 1.92kg
Volume Pricing,TL-OP-L2-SW-CTRL-LIC,OMADA PRO L2 SWITCH SOFTWARE CONTROLLER LICENSE,"RM
                                        200.00",,
Volume Pricing,TL-OP-L3-SW-CTRL-LIC,OMADA PRO L3 SWITCH SOFTWARE CONTROLLER LICENSE,"RM
                                        200.00",,
Volume Pricing,TL-OP-ROUTER-SW-CTRL-LIC,OMADA PRO ROUTER SOFTWARE CONTROLLER LICENSE,"RM
                                        200.00",,
,TL-G611,OMADA PRO VPN ROUTER WITH 10G PORTS,"RM
                                        4,250.00",,
Volume Pricing,TL-RACKMOUNT KIT-13,"OMADA RACK-MOUNTING BRACKET KIT, SCREWS INCLUDED","RM
                                        20.00",Out of Stock,Weight: 0.22kg
Volume Pricing,TL-RACKMOUNT KIT-19,"OMADA RACK-MOUNTING BRACKET KIT, SCREWS INCLUDED","RM
                                        20.00",Out of Stock,Weight: 0.14kg
Volume Pricing,TL-ER7406,OMADA RACKMOUNT/DESKTOP VPN ROUTER,"RM
                                        750.00",In Stock,Weight: 1.76kg
Volume Pricing,TL-MCRP100,"OMADA REDUNDANT POWER SUPPLY MODULE, REDUNDANT POWER SUPPLY MODULE FOR TL-MC1400","RM
                                        390.00",,
Volume Pricing,TL-FC311A-20,OMADA SINGLE-MODE SC WDM A BI-DIRECTIONAL FIBER CONVERTER ( TL-FC311A-20),"RM
                                        150.00",In Stock,Weight: 0.39kg
Volume Pricing,TL-FC311B-20,OMADA SINGLE-MODE SC WDM B  BI-DIRECTIONAL FIBER CONVERTER (L-FC311B-20),"RM
                                        150.00",Out of Stock,Weight: 0.35kg
Volume Pricing,TL-SM321A-2,OMADA SM321A-2 GIGABIT BI-DIRECTIONAL SFP MODULE  (TX:1550NM/RX:1310NM),"RM
                                        50.00",In Stock,Weight: 0.07kg
Volume Pricing,TL-SM321B-2,OMADA SM321B-2 GIGABIT BI-DIRECTIONAL SFP MODULE (TX:1310NM/RX:1550NM),"RM
                                        50.00",In Stock,Weight: 0.07kg
Volume Pricing,TL-SG2008P,OMADA SMART SWITCH 8-PORT GIGABIT 4-PORT POE+,"RM
                                        420.00",In Stock,Weight: 1.32kg
Volume Pricing,TL-SG2008,OMADA SMART SWITCH 8-PRT (T1500G-8T),"RM
                                        255.00",In Stock,Weight: 0.96kg
Volume Pricing,TL-SG3452XP,OMADA TL-JETSTREAM 52-PORT GIGABIT AND 4-PORT 10GE SFP+ L2+ MANAGED SWITCH WITH 48-PORT POE+,"RM
                                        3,300.00",In Stock,Weight: 6.54kg
Volume Pricing,TL-SG3452X,OMADA TL-SG3452X JETSTREAM 48-PORT GIGABIT L2+ MANAGED SWITCH WITH 4 10GE SFP+ SLOTS,"RM
                                        1,690.00",In Stock,Weight: 4.08kg
Volume Pricing,TL-SX3206HPP,OMADA TL-SX3206HPP JETSTREAM 6-PORT 10GE L2+ MANAGED SWITCH WITH 4-PORT POE++,"RM
                                        2,350.00",In Stock,Weight: 2.64kg
Volume Pricing,TL-SF1006P,TP-LINK SMB  SF1006P 10/100MBPS POE SWITCH 6-PORT WITH 4 POE+ PORT,"RM
                                        122.00",In Stock,Weight: 0.9kg
Volume Pricing,TL-LS1210GP,TP-LINK SMB 10-PORT GIGABIT DESKTOP SWITCH WITH 8-PORT POE+,"RM
                                        270.00",In Stock,Weight: 1.27kg
Volume Pricing,TL-PSM150-AC,TP-LINK SMB 150W AC POWER SUPPLY MODULE,"RM
                                        480.00",,
Volume Pricing,TL-PSM150-DC,TP-LINK SMB 150W DC POWER SUPPLY MODULE,"RM
                                        480.00",,
Volume Pricing,TL-EAP100-BRIDGE KIT,TP-LINK SMB 2.4GHZ N300 INDOOR/OUTDOOR WIRELESS BRIDGE,"RM
                                        194.00",,
Volume Pricing,TL-SM7110-SR,TP-LINK SMB 40GBASE-SR QSFP+ MPO TRANSCEIVER,"RM
                                        185.00",,
Volume Pricing,TL-LS105LP,TP-LINK SMB 5-PORT 10/100 MBPS DESKTOP SWITCH WITH 4-PORT POE,"RM
                                        99.00",In Stock,Weight: 0.5kg
Volume Pricing,TL-SG105PP-M2,TP-LINK SMB 5-PORT 2.5G DESKTOP SWITCH WITH 4-PORT POE++,"RM
                                        510.00",Out of Stock,Weight: 1.56kg
Volume Pricing,TL-SG1005P-PD,TP-LINK SMB 5-PORT GIGABIT DESKTOP SWITCH WITH 1-PORT POE++ IN AND 4-PORT POE+ OUT,"RM
                                        180.00",In Stock,Weight: 0.48kg
Volume Pricing,TL-LS105GP,TP-LINK SMB 5-PORT GIGABIT DESKTOP SWITCH WITH 4-PORT POE+,"RM
                                        125.00",In Stock,Weight: 0.7kg
Volume Pricing,TL-LS106LP,TP-LINK SMB 6-PORT 10/100 MBPS DESKTOP SWITCH WITH 4-PORT POE,"RM
                                        109.00",In Stock,Weight: 0.6kg
Volume Pricing,TL-LS106P,TP-LINK SMB 6-PORT 10/100MBPS DESKTOP SWITCH WITH 4-PORT POE+,"RM
                                        109.00",In Stock,Weight: 0.5kg
Volume Pricing,TL-LS1210P,TP-LINK SMB 8-PORT 10/100MBPS DESKTOP SWTICH WITH 8-PORT POE+,"RM
                                        169.00",In Stock,Weight: 0.85kg
Volume Pricing,TL-LS108GP,TP-LINK SMB 8-PORT GIGABIT DESKTOP SWITCH WITH 8-PORT-POE+,"RM
                                        232.00",In Stock,Weight: 0.81kg
Volume Pricing,TL-DS-P7001-08,TP-LINK SMB 8-PORT GPON OLT,"RM
                                        6,850.00",Out of Stock,Weight: 6.02kg
Volume Pricing,TL-P1201-08,TP-LINK SMB 8-PORT GPON OLT,"RM
                                        5,700.00",,
Volume Pricing,TL-LS109P,TP-LINK SMB 9-PORT 10/100 MBPS DESKTOP SWITCH WITH 8-PORT POE+,"RM
                                        149.00",In Stock,Weight: 0.92kg
Volume Pricing,TL-XX230V,TP-LINK SMB AX1800 WIRELESS GIGABIT GPON HGU WITH VOIP,"RM
                                        320.00",In Stock,Weight: 1.06kg
Volume Pricing,TL-XX530V,TP-LINK SMB AX3000 WIRELESS GIGABIT GPON HGU WITH VOIP,"RM
                                        300.00",,
Volume Pricing,TL-CPE610,TP-LINK SMB CPE610 OUTDOOR WIFI 5GHZ 300 MBPS HIGH POWER WIRELESS ACCESS POINT,"RM
                                        275.00",In Stock,Weight: 1.87kg
Volume Pricing,TL-CPE710,TP-LINK SMB CPE710 OUTDOOR WIFI 5GHZ 867 MBPS HIGH POWER WIRELESS ACCESS POINT,"RM
                                        372.00",In Stock,Weight: 1.7kg
