sku-product,product-name,price,in-stock,prod-weight
TL-SG116E,TP-LINK SMB EASY SMART SWITCH 16-PORT GIGABIT DESKTOP,255.0,1,1.34
TL-SG1218MPE,TP-LINK SMB EASY SMART SWITCH 16-PORT GIGABIT POE+,850.0,1,3.06
TL-SG1024DE,TP-LINK SMB EASY SMART SWITCH 24-PORT,400.0,1,2.34
TL-SG105E,TP-LINK SMB EASY SMART SWITCH 5-PORT GIGABIT DESKTOP,85.0,1,0.52
TL-SG108E,TP-LINK SMB EASY SMART SWITCH 8-PORT GIGABIT DESKTOP,110.0,1,0.64
TL-SG1210MPE,"TP-LINK SMB GIGABIT EASY SMART SWITCH 8 POE+,2 NON POE,1 SFP",400.0,1,1.62
TL-DS-PMA-C+,"TP-LINK SMB GPON OLT SFP OPTICAL MODULE, CLASS C+",171.0,1,3.28
TL-DS-PMA-C++,"TP-LINK SMB GPON OLT SFP OPTICAL MODULE, CLASS C++",180.0,1,0.0
TL-T2600G-28SQ,TP-LINK SMB JETSTREAM 28-PORT GIGABIT SFP L2 MANAGED SWITCH,2300.0,1,4.2
TL-R480T+,TP-LINK SMB LOAD BALANCE BROADBAND ROUTER / CONCURRENT 30K,200.0,1,1.98
TL-WA7510N,TP-LINK SMB OUTDOOR 5GHZ 150MBPS HIGH POWER WIRELESS ACCESS POINT,320.0,1,1.27
TL-APM-103,TP-LINK SMB OUTDOOR ACCESS POINT MOUNT ACCESSORY,120.0,1,0.0
TL-CPE605,TP-LINK SMB OUTDOOR CPE 5GHZ 150MBPS 23DBI  HIGH POWER WIRELESS ACCESS POINT,220.0,1,0.69
TL-CPE220,TP-LINK SMB OUTDOOR WIFI 2.4GHZ 300MBPS HIGH POWER WIRELESS ACCESS POINT,185.0,1,0.88
TL-CPE210,TP-LINK SMB OUTDOOR WIFI 2.4GHZ 300MBPS HIGH POWER WIRELESS ACCESS POINT,97.0,1,0.88
TL-CPE510,TP-LINK SMB OUTDOOR WIFI 5GHZ 300MBPS HIGH POWER WIRELESS ACCESS POINT,220.0,1,0.88
TL-PMS150-AC,TP-LINK SMB PMS150-AC 150 W AC POWER SUPPLY MODULE,820.0,1,0.0
TL-SL1218MP,TP-LINK SMB POE SWITCH 16-PORT POE+ SWITCH,595.0,1,2.94
TL-SG1210P,TP-LINK SMB POE SWITCH 1O-PORT POE+ SWITCH,300.0,1,3.04
TL-SL1226P,TP-LINK SMB POE SWITCH 26-PORT POE+ SWITCH,667.0,1,3.08
TL-SF1005P,TP-LINK SMB POE SWITCH 5 PORT DESKTOP POE SWITCH,115.0,1,1.8
TL-SG1005P,TP-LINK SMB POE SWITCH 5 PORT GIGABIT DESKTOP POE SWITCH,175.0,0,0.88
TL-SF1008P,TP-LINK SMB POE SWITCH 8-PORT DESKTOP POE SWITCH,136.0,1,1.08
TL-SG108PE,TP-LINK SMB POE SWITCH 8-PORT GIGABIT DESKTOP POE EASY SMART SWITCH,190.0,1,1.04
TL-SG1008MP,TP-LINK SMB POE SWITCH 8-PORT GIGABIT POE + SWITCH,435.0,1,2.34
TL-SL1311MP,TP-LINK SMB POE SWITCH SL1311MP 8 POE+ (124W)  10/100 MBPS/ 2 LAN/ 1 SFP,251.0,1,1.68
TL-SL1311P,TP-LINK SMB POE SWITCH SL1311P 8-PORT 10/100MBPS + 3-PORT GIGABIT DESKTOP SWITCH WITH 8-PORT POE+,190.0,1,1.32
TL-SF1005LP,TP-LINK SMB SF1005LP 10/100MBPS POE SWITCH 5-PORT WITH 4 POE PORT,105.0,1,0.76
TL-SF1008LP,TP-LINK SMB SF1008LP 10/100MBPS POE SWITCH 8-PORT WITH 4 POE PORT,122.0,1,0.94
TL-SF1009P,TP-LINK SMB SF1009P 9-PORT 100 MBPS SWITCH WITH 8-PORT POE+,166.0,1,1.04
TL-SG1005LP,TP-LINK SMB SG1005LP 5-PORT GIGABIT DESKTOP SWITCH WITH  4-PORT POE+,137.0,1,0.76
TL-SG105PE,TP-LINK SMB SG105PE GIGABIT POE SWITCH 5-PORT WITH 4 PORT POE+,170.0,1,0.8
TL-SG1218MP,TP-LINK SMB SG1218MP UNMANAGED 18-PORT GIGABIT RACKMOUNT SWITCH WITH 16-PORT POE+,790.0,1,3.0
TL-SG1428PE,TP-LINK SMB SG1428PE EASY SMART SWITCH 28 PORT WITH 24-PORT POE+,1000.0,1,4.0
TL-SL1218P,TP-LINK SMB SL1218P 16-PORT 100MBPS SWITCH WITH 2-PORT GIGABIT,546.0,1,2.8
TL-SG1016PE,TP-LINK SMB UNMANAGED 16-PORT GIGABIT SWITCH WITH 8-PORT POE+,470.0,1,2.44
TL-SG1048,TP-LINK SMB UNMANAGED PURE-GIGABIT SWITCH 48-PORT,975.0,1,4.2
TL-SF1048,TP-LINK SMB UNMANAGED SWITCH 48-PORT 10/100M,450.0,1,2.68
TL-ANT24PT3,"TP-LINK SMB WIRELESS ACC PIGTAIL CABLE, 3 METERS, N-TYPE MALE TO RP-SMA MALE CONNECTOR",60.0,1,0.16
TL-DS-PMA-COMBO C+,"TP-LINK SMB XGSPON&GPON COMBO OLT SFP OPTICAL MODULE, CLASS C+",950.0,1,0.0
